ISIN,SEDOL,Security Name,Currency,Number of Shares,Percent of Fund,Trade Country Name,Local Price,Sector Classification,Industry Classification,Base Market Value,bb_ticker,bb_exch,sec_type,figi_name
INE947Q01028,BMZ1CH2,Laurus Labs Ltd.,INR,79337.0,0.007561,India,1955.25,Health Care,Pharmaceuticals,1617893.9,LAURUS,IN,Common Stock,LAURUS LABS LTD
JP3358800005,6804400,Shimizu Corporation,JPY,107900.0,0.007553,Japan,2358.0,Industrials,Construction & Engineering,1616186.6,1803,JP,Common Stock,SHIMIZU CORP
JP3629000005,6897024,TOPPAN Holdings Inc.,JPY,54600.0,0.007551,Japan,4659.0,Industrials,Commercial Services & Supplies,1615889.4,7911,JP,Common Stock,TOPPAN HOLDINGS INC
SE0014781795,BLN8T44,Addtech AB Class B,SEK,48597.0,0.00753,Sweden,327.2,Industrials,Trading Companies & Distributors,1611339.5,ADDTB,SS,Common Stock,ADDTECH AB-B SHARES
INE318A01026,B0JJV59,Pidilite Industries Limited,INR,98639.0,0.007529,India,1566.1,Materials,Chemicals,1611165.3,PIDI,IN,Common Stock,PIDILITE INDUSTRIES LTD
TH0168010R13,B0166J7,Bumrungrad Hospital Public Co. Ltd. NVDR,THB,271024.0,0.007525,Thailand,198.0,Health Care,Health Care Providers & Services,1610164.4,BH-R,TB,NVDR,BUMRUNGRAD HOSPITAL PCL-NVDR
BRBBASACNOR3,2328595,Banco do Brasil S.A.,BRL,357813.0,0.007516,Brazil,23.2,Financials,Banks,1608242.0,BBAS3,BZ,Common Stock,BANCO DO BRASIL S.A.
CA5503711080,BTKSSY6,Lundin Gold Inc.,CAD,24537.0,0.00751,Canada,91.75,Materials,Metals & Mining,1607131.5,LUG,CN,Common Stock,LUNDIN GOLD INC
ZAE000298253,BMZ1NS0,Northam Platinum Holdings Limited,ZAR,89614.0,0.007508,South Africa,292.3,Materials,Metals & Mining,1606511.5,NPH,SJ,Common Stock,NORTHAM PLATINUM HOLDINGS LT
INE102D01028,B1BDGY0,Godrej Consumer Products Limited,INR,173992.0,0.007497,India,884.0,Consumer Staples,Personal Care Products,1604181.5,GCPL,IN,Common Stock,GODREJ CONSUMER PRODUCTS LTD
JP3758190007,B63QM77,NEXON Co. Ltd.,JPY,78900.0,0.007495,Japan,3200.0,Communication Services,Entertainment,1603811.3,3659,JP,Common Stock,NEXON CO LTD
DE000EVNK013,B5ZQ9D3,Evonik Industries AG,EUR,80740.0,0.007486,Germany,17.31,Materials,Chemicals,1601940.0,EVK,GY,Common Stock,EVONIK INDUSTRIES AG
TRAASELS91H2,B03MP41,Aselsan Elektronik Sanayi ve Ticaret A.S. Class B,TRY,209263.0,0.007472,Turkey,372.75,Industrials,Aerospace & Defense,1598909.3,ASELS,TI,Common Stock,ASELSAN ELEKTRONIK SANAYI
FR0014000MR3,BNDPYV1,Eurofins Scientific SE,EUR,18206.0,0.007454,France,76.44,Health Care,Life Sciences Tools & Services,1595128.4,ERF,FP,Common Stock,EUROFINS SCIENTIFIC
MX01GA000004,B0ZV104,Grupo Aeroportuario del Pacifico SAB de CV Class B,MXN,78358.0,0.007445,Mexico,350.52,Industrials,Transportation Infrastructure,1593158.0,GAPB,MM,Common Stock,GRUPO AEROPORT DEL PACIFIC-B
TH0101010R14,6410874,Charoen Pokphand Foods Public Co. Ltd. NVDR,THB,2297800.0,0.007443,Thailand,23.1,Consumer Staples,Food Products,1592654.1,CPF-R,TB,NVDR,CHAROEN POKPHAND FOODS-NVDR
CNE1000016V2,B6SPB49,CITIC Securities Co. Ltd. Class H,HKD,503950.0,0.007438,China,24.78,Financials,Capital Markets,1591532.8,6030,HK,,
NZAIAE0002S6,BKX3XG2,Auckland International Airport Limited,NZD,330684.0,0.007432,New Zealand,8.42,Industrials,Transportation Infrastructure,1590286.8,AIA,NZ,Common Stock,AUCKLAND INTL AIRPORT LTD
INE423A01024,B01VRK0,Adani Enterprises Limited,INR,50793.0,0.007425,India,2999.1,Industrials,Trading Companies & Distributors,1588791.1,ADE,IN,Common Stock,ADANI ENTERPRISES LTD
AU000000ASX7,6129222,ASX Limited,AUD,40059.0,0.007417,Australia,55.73,Financials,Capital Markets,1587075.8,ASX,AU,Common Stock,ASX LTD
SA0007879782,B12LZT1,Banque Saudi Fransi,SAR,278536.0,0.007384,Saudi Arabia,21.31,Financials,Banks,1580172.4,BSF,AB,Common Stock,BANQUE SAUDI FRANSI
FR0012333284,BYZZ7S4,Abivax SA,EUR,15140.0,0.00738,France,91.0,Health Care,Biotechnology,1579165.8,ABVX,FP,Common Stock,ABIVAX SA
CNE1000002J7,B0B8Z18,COSCO SHIPPING Holdings Co. Ltd. Class H,HKD,745850.0,0.007365,China,16.58,Industrials,Marine Transportation,1576024.0,1919,HK,,
CL0000000423,2518932,LATAM Airlines Group SA,CLP,61040536.0,0.007361,Chile,24.78,Industrials,Passenger Airlines,1575198.6,LTM,CI,Common Stock,LATAM AIRLINES GROUP SA
GB0006776081,0677608,Pearson PLC,GBP,99950.0,0.007355,United Kingdom,11.785,Consumer Discretionary,Diversified Consumer Services,1573865.4,PSON,LN,Common Stock,PEARSON PLC
CNE1000029W3,BD8GL18,Postal Savings Bank of China Co. Ltd. Class H,HKD,2286000.0,0.007352,China,5.4,Financials,Banks,1573246.6,1658,HK,,
SE0015949201,BL6K7K9,Lifco AB Class B,SEK,50386.0,0.007316,Sweden,306.6,Industrials,Industrial Conglomerates,1565475.6,LIFCOB,SS,Common Stock,LIFCO AB-B SHS
INE155A01022,B611LV1,Tata Motors Passenger Vehicles Ltd,INR,493452.0,0.007307,India,303.8,Consumer Discretionary,Automobiles,1563524.3,TMPV,IN,Common Stock,TATA MOTORS PASSENGER VEHICL
KYG022421088,B4TPSL0,Alchip Technologies Ltd.,TWD,14000.0,0.007292,Taiwan,3540.0,Information Technology,Semiconductors & Semiconductor Equipment,1560330.6,3661,TT,Common Stock,ALCHIP TECHNOLOGIES LTD
NO0010063308,4732495,Telenor ASA,NOK,110947.0,0.007253,Norway,132.0,Communication Services,Diversified Telecommunication Services,1551969.3,TEL,NO,Common Stock,TELENOR ASA
CNE100006WS8,BT9QPW8,Contemporary Amperex Technology Co. Limited Class H,HKD,24000.0,0.007247,China,507.0,Industrials,Electrical Equipment,1550765.0,3750,HK,,
LU0038705702,2418128,Millicom International Cellular SA,USD,16400.0,0.007224,Sweden,94.26,Communication Services,Wireless Telecommunication Services,1545864.0,TIGO,US,,
KYG0146B1032,BLFJ7Y1,Akeso Inc.,HKD,134000.0,0.007223,China,90.5,Health Care,Biotechnology,1545539.6,9926,HK,,
GB0009223206,0922320,Smith & Nephew plc,GBP,112550.0,0.007221,United Kingdom,10.275,Health Care,Health Care Equipment & Supplies,1545192.3,SN/,LN,Common Stock,SMITH & NEPHEW PLC
CLP8716X1082,2718301,Sociedad Quimica y Minera de Chile SA Pfd Series B,CLP,21591.0,0.00722,Chile,68708.0,Materials,Chemicals,1544883.5,SQM/B,CI,Preference,SOC QUIMICA Y MINERA CHILE-B
TREBIMM00018,B0D0006,BIM Birlesik Magazalar A.S.,TRY,179311.0,0.00721,Turkey,419.75,Consumer Staples,Consumer Staples Distribution & Retail,1542806.0,BIMAS,TI,Common Stock,BIM BIRLESIK MAGAZALAR AS
PLBZ00000044,7153639,Erste Bank Polska S.A.,PLN,7837.0,0.007204,Poland,749.0,Financials,Banks,1541630.8,EBP,PW,Common Stock,ERSTE BANK POLSKA SA
PLBRE0000012,4143053,mBank SA,PLN,4192.0,0.0072,Poland,1399.5,Financials,Banks,1540788.0,MBK,PW,Common Stock,MBANK SA
CA1249003098,2159795,CCL Industries Inc. Class B,CAD,23227.0,0.007195,Canada,92.85,Materials,Containers & Packaging,1539568.1,CCL/B,CN,Common Stock,CCL INDUSTRIES INC - CL B
CNE000001P37,BP3R217,Industrial and Commercial Bank of China Limited Class A,CNY,1274800.0,0.007179,China,8.07,Financials,Banks,1536109.9,601398,CH,Common Stock,IND & COMM BK OF CHINA-A
TH0737010R15,B08YDH1,CP ALL Public Company Limited NVDR,THB,1136221.0,0.00717,Thailand,45.0,Consumer Staples,Consumer Staples Distribution & Retail,1534166.9,CPALL-R,TB,NVDR,CP ALL PCL-NVDR
CNE1000004R6,B1H5082,Zhaojin Mining Industry Co. Ltd. Class H,HKD,595000.0,0.007144,China,20.16,Materials,Metals & Mining,1528742.4,1818,HK,,
SA0007879089,B12LSY7,Saudi Awwal Bank,SAR,171872.0,0.007142,Saudi Arabia,33.4,Financials,Banks,1528239.1,SABB,AB,Common Stock,SAUDI AWWAL BANK
US48553T1060,BM91SH0,Kanzhun Ltd. Sponsored ADR,USD,102958.0,0.007121,China,14.8,Industrials,Professional Services,1523778.4,BZ,US,,
BRRADLACNOR0,B7FQV64,Raia Drogasil S.A.,BRL,388149.0,0.007109,Brazil,20.23,Consumer Staples,Consumer Staples Distribution & Retail,1521253.5,RADL3,BZ,Common Stock,RAIA DROGASIL SA
FR0013154002,BYZ2QP5,Sartorius Stedim Biotech SA,EUR,6699.0,0.007108,France,198.1,Health Care,Life Sciences Tools & Services,1521090.0,DIM,FP,Common Stock,SARTORIUS STEDIM BIOTECH
INE918I01026,BMTWGK2,Bajaj Finserv Limited,INR,78614.0,0.007088,India,1849.85,Financials,Financial Services,1516730.3,BJFIN,IN,Common Stock,BAJAJ FINSERV LTD
INE257A01026,B6SNRV2,Bharat Heavy Electricals Limited,INR,331554.0,0.007013,India,434.0,Industrials,Electrical Equipment,1500776.3,BHEL,IN,Common Stock,BHARAT HEAVY ELECTRICALS
JP3429300001,6042608,Zensho Holdings Co. Ltd.,JPY,22600.0,0.007011,Japan,10450.0,Consumer Discretionary,Hotels Restaurants & Leisure,1500206.3,7550,JP,Common Stock,ZENSHO HOLDINGS CO LTD
KYG982391099,BK4Y052,XP Inc. Class A,USD,74940.0,0.007008,Brazil,20.01,Financials,Capital Markets,1499549.4,XP,US,,
GB00BNGDN821,BNGDN82,Melrose Industries PLC,GBP,234672.0,0.007007,United Kingdom,4.782,Industrials,Aerospace & Defense,1499429.5,MRO,LN,Common Stock,MELROSE INDUSTRIES PLC
SA0007879105,B12LZK2,Arab National Bank,SAR,247530.0,0.007006,Saudi Arabia,22.75,Financials,Banks,1499163.4,ARNB,AB,Common Stock,ARAB NATIONAL BANK
DE0005785802,5129074,Fresenius Medical Care AG,EUR,33769.0,0.006998,Germany,38.69,Health Care,Health Care Providers & Services,1497536.3,FME,GY,Common Stock,FRESENIUS MEDICAL CARE AG
JP3659000008,6957995,West Japan Railway Company,JPY,77600.0,0.006994,Japan,3036.0,Industrials,Ground Transportation,1496545.0,9021,JP,Common Stock,WEST JAPAN RAILWAY CO
GB00B033F229,B033F22,Centrica plc,GBP,760985.0,0.006987,United Kingdom,1.47,Utilities,Multi-Utilities,1495189.8,CNA,LN,Common Stock,CENTRICA PLC
JP3240400006,6490809,Kikkoman Corporation,JPY,142200.0,0.006986,Japan,1655.0,Consumer Staples,Food Products,1494940.4,2801,JP,Common Stock,KIKKOMAN CORP
NO0003054108,B02L486,Mowi ASA,NOK,70940.0,0.006974,Norway,198.5,Consumer Staples,Food Products,1492262.9,MOWI,NO,Common Stock,MOWI ASA
THB231010R11,BQKRHP6,True Corporation Public Company Limited NVDR,THB,3931200.0,0.006946,Thailand,12.6,Communication Services,Diversified Telecommunication Services,1486253.8,TRUE-R,TB,NVDR,TRUE CORP PCL/NEW-NVDR
JP3774200004,6408664,Hankyu Hanshin Holdings Inc.,JPY,50600.0,0.006928,Japan,4612.0,Industrials,Ground Transportation,1482402.4,9042,JP,Common Stock,HANKYU HANSHIN HOLDINGS INC
JP3142500002,B1FF8P7,Idemitsu Kosan Co. Ltd.,JPY,141055.0,0.006913,Japan,1651.0,Energy,Oil Gas & Consumable Fuels,1479319.1,5019,JP,Common Stock,IDEMITSU KOSAN CO LTD
JP3749400002,6640507,Nippon Paint Holdings Co. Ltd.,JPY,201200.0,0.006884,Japan,1152.5,Materials,Chemicals,1472974.4,4612,JP,Common Stock,NIPPON PAINT HOLDINGS CO LTD
CA1366812024,2172286,Canadian Tire Corporation Limited Class A,CAD,11106.0,0.006881,Canada,185.73,Consumer Discretionary,Broadline Retail,1472528.1,CTC/A,CN,Common Stock,CANADIAN TIRE CORP-CLASS A
NO0010208051,7751259,Yara International ASA,NOK,30833.0,0.00688,Norway,450.6,Materials,Chemicals,1472314.6,YAR,NO,Common Stock,YARA INTERNATIONAL ASA
TRAAKBNK91N6,B03MN70,Akbank T.A.S.,TRY,1014556.0,0.006871,Turkey,70.7,Financials,Banks,1470310.6,AKBNK,TI,Common Stock,AKBANK T.A.S.
CNE100001922,B5730Z1,New China Life Insurance Co. Ltd. Class H,HKD,243600.0,0.006851,China,47.22,Financials,Insurance,1465986.9,1336,HK,,
AT0000606306,B0704T9,Raiffeisen Bank International AG,EUR,20750.0,0.006841,Austria,61.55,Financials,Banks,1463883.8,RBI,AV,Common Stock,RAIFFEISEN BANK INTERNATIONA
KYG960071028,BLLHKZ1,WH Group Ltd. (HK),HKD,1734208.0,0.006822,Hong Kong,6.605,Consumer Staples,Food Products,1459825.1,288,HK,Common Stock,WH GROUP LTD
SE0000872095,B1CC9H0,Swedish Orphan Biovitrum AB,SEK,32201.0,0.006816,Sweden,447.0,Health Care,Biotechnology,1458616.6,SOBI,SS,Common Stock,SWEDISH ORPHAN BIOVITRUM AB
CNE1000000T0,BP3R4D3,Aluminum Corporation of China Limited Class A,CNY,1044100.0,0.006812,China,9.35,Materials,Metals & Mining,1457674.1,601600,CH,Common Stock,ALUMINUM CORP OF CHINA LTD-A
JP3967200001,6229597,Rakuten Group Inc.,JPY,322300.0,0.006777,Japan,708.3,Consumer Discretionary,Broadline Retail,1450119.5,4755,JP,Common Stock,RAKUTEN GROUP INC
DK0060448595,B8FMRX8,Coloplast A/S Class B,DKK,22574.0,0.006768,Denmark,418.4,Health Care,Health Care Equipment & Supplies,1448169.5,COLOB,DC,Common Stock,COLOPLAST-B
HU0000153937,BD5ZXH8,MOL Hungarian Oil & Gas Plc Class A,HUF,89098.0,0.006753,Hungary,5160.0,Energy,Oil Gas & Consumable Fuels,1445112.9,MOL,HB,Common Stock,MOL HUNGARIAN OIL AND GAS PL
PLPZU0000011,B63DG21,Powszechny Zaklad Ubezpieczen Spolka Akcyjna,PLN,75933.0,0.006751,Poland,72.44,Financials,Insurance,1444633.5,PZU,PW,Common Stock,POWSZECHNY ZAKLAD UBEZPIECZE
DE000HAG0005,BN0SDX8,HENSOLDT AG,EUR,16104.0,0.006739,Germany,78.12,Industrials,Aerospace & Defense,1441970.6,HAG,GY,Common Stock,HENSOLDT AG
SE0001515552,B0LDBX7,Indutrade AB,SEK,58036.0,0.006728,Sweden,244.8,Industrials,Machinery,1439703.9,INDT,SS,Common Stock,INDUTRADE AB
NL0012059018,BMJ1825,EXOR N.V.,EUR,18335.0,0.006727,Netherlands,68.5,Financials,Financial Services,1439567.0,EXO,,Common Stock,EXOR NV
CNE100003PS9,BK96BF0,China Zheshang Bank Co Ltd Class A,CNY,3319900.0,0.006718,China,2.9,Financials,Banks,1437572.5,601916,CH,Common Stock,CHINA ZHESHANG BANK CO LTD-A
KYG7170M1033,BN6PP37,Pop Mart International Group Limited,HKD,72600.0,0.006706,China,155.1,Consumer Discretionary,Specialty Retail,1435077.1,9992,HK,,
MYL3816OO005,6557997,MISC Bhd,MYR,734000.0,0.006698,Malaysia,7.97,Industrials,Marine Transportation,1433291.8,MISC,MK,Common Stock,MISC BHD
US2533931026,2969637,Dick's Sporting Goods Inc.,USD,11812.0,0.006687,United States,121.15,Consumer Discretionary,Specialty Retail,1431023.8,DKS,US,Common Stock,DICK'S SPORTING GOODS INC
CNE100001T72,BSBND71,Yangtze Optical Fibre and Cable Joint Stock Ltd Co Class H,HKD,61000.0,0.006652,China,183.1,Information Technology,Communications Equipment,1423459.1,6869,HK,,
JP3951600000,6911485,Unicharm Corporation,JPY,233300.0,0.00665,Japan,960.2,Consumer Staples,Household Products,1422992.9,8113,JP,Common Stock,UNICHARM CORP
GB00B1WY2338,B1WY233,Smiths Group Plc,GBP,41623.0,0.006594,United Kingdom,25.37,Industrials,Machinery,1410941.6,SMIN,LN,Common Stock,SMITHS GROUP PLC
AU000000MPL3,BRTNNQ5,Medibank Private Ltd.,AUD,433997.0,0.006589,Australia,4.57,Financials,Insurance,1409975.1,MPL,AU,Common Stock,MEDIBANK PRIVATE LTD
DK0060636678,BXDZ972,Tryg A/S,DKK,60520.0,0.006574,Denmark,151.6,Financials,Insurance,1406751.4,TRYG,DC,Common Stock,TRYG A/S
KYG4124C1096,BP6NH40,Grab Holdings Limited Class A,USD,503011.0,0.00657,Singapore,2.795,Industrials,Ground Transportation,1405915.8,GRAB,US,,
FI0009007884,5701513,Elisa Oyj Class A,EUR,33247.0,0.006554,Finland,36.8,Communication Services,Diversified Telecommunication Services,1402363.8,ELISA,FH,Common Stock,ELISA OYJ
